# Tools/apidoc_secrets.txt -- GENERATED, do not edit by hand.
#
# Source: the client's own APIDocumentation, exported by
# Tools/APIDump and converted by Tools/apidoc_import.py.
# Regenerate after every content patch.
#
#   H | build | interface | generated
#   F | function            | secret return aspects | structures with secret fields
#   A | function            | secret argument policy | aspects added
#   X | function            | forbidden aspects checked (argument)
#   S | structure | field   | ConditionalSecret,NeverSecret,...
#
# Only F records taint a value in Tools/lint_secret_values.py.
# The rest are recorded so the file stays useful as the linter grows.

H|12.1.0|120100|2026-09-13
A|C_Item.DoesItemExist|AllowedWhenUntainted|
A|C_Item.DoesItemMatchBonusTreeReplacement|AllowedWhenUntainted|
A|C_Item.DoesItemMatchSpellItemCondition|AllowedWhenUntainted|
A|C_Item.DoesItemMatchTargetEnchantingSpell|AllowedWhenUntainted|
A|C_Item.DoesItemMatchTrackJump|AllowedWhenUntainted|
A|C_Item.DropItemOnUnit|AllowedWhenUntainted|
A|C_Item.EndBoundTradeable|AllowedWhenUntainted|
A|C_Item.EndRefund|AllowedWhenUntainted|
A|C_Item.EquipItemByName|AllowedWhenUntainted|
A|C_Item.GetAppliedItemTransmogInfo|AllowedWhenUntainted|
A|C_Item.GetBaseItemTransmogInfo|AllowedWhenUntainted|
A|C_Item.GetCurrentItemLevel|AllowedWhenUntainted|
A|C_Item.GetCurrentItemTransmogInfo|AllowedWhenUntainted|
A|C_Item.GetDelvePreviewItemLink|AllowedWhenUntainted|
A|C_Item.GetDelvePreviewItemQuality|AllowedWhenUntainted|
A|C_Item.GetDetailedItemLevelInfo|AllowedWhenUntainted|
A|C_Item.GetFirstTriggeredSpellForItem|AllowedWhenUntainted|
A|C_Item.GetItemChildInfo|AllowedWhenUntainted|
A|C_Item.GetItemClassInfo|AllowedWhenUntainted|
A|C_Item.GetItemConversionOutputIcon|AllowedWhenUntainted|
A|C_Item.GetItemCooldown|AllowedWhenUntainted|
A|C_Item.GetItemCount|AllowedWhenUntainted|
A|C_Item.GetItemCreationContext|AllowedWhenUntainted|
A|C_Item.GetItemFamily|AllowedWhenUntainted|
A|C_Item.GetItemGUID|AllowedWhenUntainted|
A|C_Item.GetItemGemID|AllowedWhenUntainted|
A|C_Item.GetItemGem|AllowedWhenUntainted|
A|C_Item.GetItemIDByGUID|AllowedWhenUntainted|
A|C_Item.GetItemIDForItemInfo|AllowedWhenUntainted|
A|C_Item.GetItemID|AllowedWhenUntainted|
A|C_Item.GetItemIconByID|AllowedWhenUntainted|
A|C_Item.GetItemIcon|AllowedWhenUntainted|
A|C_Item.GetItemInfoInstant|AllowedWhenUntainted|
A|C_Item.GetItemInfo|AllowedWhenUntainted|
A|C_Item.GetItemInventorySlotInfo|AllowedWhenUntainted|
A|C_Item.GetItemInventorySlotKey|AllowedWhenUntainted|
A|C_Item.GetItemInventoryTypeByID|AllowedWhenUntainted|
A|C_Item.GetItemInventoryType|AllowedWhenUntainted|
A|C_Item.GetItemLearnTransmogSet|AllowedWhenUntainted|
A|C_Item.GetItemLinkByGUID|AllowedWhenUntainted|
A|C_Item.GetItemLink|AllowedWhenUntainted|
A|C_Item.GetItemLocation|AllowedWhenUntainted|
A|C_Item.GetItemMaxStackSizeByID|AllowedWhenUntainted|
A|C_Item.GetItemMaxStackSize|AllowedWhenUntainted|
A|C_Item.GetItemNameByID|AllowedWhenUntainted|
A|C_Item.GetItemName|AllowedWhenUntainted|
A|C_Item.GetItemNumAddedSockets|AllowedWhenUntainted|
A|C_Item.GetItemNumSockets|AllowedWhenUntainted|
A|C_Item.GetItemQualityByID|AllowedWhenUntainted|
A|C_Item.GetItemQualityColor|AllowedWhenUntainted|
A|C_Item.GetItemQuality|AllowedWhenUntainted|
A|C_Item.GetItemSetInfo|AllowedWhenUntainted|
A|C_Item.GetItemSpecInfo|AllowedWhenUntainted|
A|C_Item.GetItemSpell|AllowedWhenUntainted|
A|C_Item.GetItemStatDelta|AllowedWhenUntainted|
A|C_Item.GetItemStats|AllowedWhenUntainted|
A|C_Item.GetItemSubClassInfo|AllowedWhenUntainted|
A|C_Item.GetItemUniquenessByID|AllowedWhenUntainted|
A|C_Item.GetItemUniqueness|AllowedWhenUntainted|
A|C_Item.GetItemUpgradeInfo|AllowedWhenUntainted|
A|C_Item.GetLimitedCurrencyItemInfo|AllowedWhenUntainted|
A|C_Item.GetSetBonusesForSpecializationByItemID|AllowedWhenUntainted|
A|C_Item.GetStackCount|AllowedWhenUntainted|
A|C_Item.IsAnimaItemByID|AllowedWhenUntainted|
A|C_Item.IsArtifactPowerItem|AllowedWhenUntainted|
A|C_Item.IsBoundToAccountUntilEquip|AllowedWhenUntainted|
A|C_Item.IsBound|AllowedWhenUntainted|
A|C_Item.IsConsumableItem|AllowedWhenUntainted|
A|C_Item.IsCorruptedItem|AllowedWhenUntainted|
A|C_Item.IsCosmeticItem|AllowedWhenUntainted|
A|C_Item.IsCurioItem|AllowedWhenUntainted|
A|C_Item.IsCurrentItem|AllowedWhenUntainted|
A|C_Item.IsDecorItem|AllowedWhenUntainted|
A|C_Item.IsDressableItemByID|AllowedWhenUntainted|
A|C_Item.IsEquippableItem|AllowedWhenUntainted|
A|C_Item.IsEquippedItemType|AllowedWhenUntainted|
A|C_Item.IsEquippedItem|AllowedWhenUntainted|
A|C_Item.IsHarmfulItem|AllowedWhenUntainted|
A|C_Item.IsHelpfulItem|AllowedWhenUntainted|
A|C_Item.IsItemBindToAccountUntilEquip|AllowedWhenUntainted|
A|C_Item.IsItemBindToAccount|AllowedWhenUntainted|
A|C_Item.IsItemConduit|AllowedWhenUntainted|
A|C_Item.IsItemConvertibleAndValidForPlayer|AllowedWhenUntainted|
A|C_Item.IsItemCorrupted|AllowedWhenUntainted|
A|C_Item.IsItemCorruptionRelated|AllowedWhenUntainted|
A|C_Item.IsItemCorruptionResistant|AllowedWhenUntainted|
A|C_Item.IsItemDataCachedByID|AllowedWhenUntainted|
A|C_Item.IsItemDataCached|AllowedWhenUntainted|
A|C_Item.IsItemGUIDInInventory|AllowedWhenUntainted|
A|C_Item.IsItemInRange|AllowedWhenUntainted|
A|C_Item.IsItemKeystoneByID|AllowedWhenUntainted|
A|C_Item.IsItemSpecificToPlayerClass|AllowedWhenUntainted|
A|C_Item.IsLocked|AllowedWhenUntainted|
A|C_Item.IsRelicItem|AllowedWhenUntainted|
A|C_Item.IsUsableItem|AllowedWhenUntainted|
A|C_Item.ItemHasRange|AllowedWhenUntainted|
A|C_Item.LockItemByGUID|AllowedWhenUntainted|
A|C_Item.LockItem|AllowedWhenUntainted|
A|C_Item.PickupItem|AllowedWhenUntainted|
A|C_Item.RequestLoadItemDataByID|AllowedWhenUntainted|
A|C_Item.RequestLoadItemData|AllowedWhenUntainted|
A|C_Item.UnlockItemByGUID|AllowedWhenUntainted|
A|C_Item.UnlockItem|AllowedWhenUntainted|
A|C_Item.UseItemByName|AllowedWhenUntainted|
A|C_ItemInteraction.GetItemConversionCurrencyCost|AllowedWhenUntainted|
A|C_ItemInteraction.SetPendingItem|AllowedWhenUntainted|
A|C_ItemSocketInfo.ClickSocketButton|AllowedWhenUntainted|
A|C_ItemSocketInfo.GetExistingSocketInfo|AllowedWhenUntainted|
A|C_ItemSocketInfo.GetExistingSocketLink|AllowedWhenUntainted|
A|C_ItemSocketInfo.GetNewSocketInfo|AllowedWhenUntainted|
A|C_ItemSocketInfo.GetNewSocketLink|AllowedWhenUntainted|
A|C_ItemSocketInfo.GetSocketTypes|AllowedWhenUntainted|
A|C_ItemSocketInfo.IsArtifactRelicItem|AllowedWhenUntainted|
A|C_ItemUpgrade.CanUpgradeItem|AllowedWhenUntainted|
A|C_ItemUpgrade.GetHighWatermarkForItem|AllowedWhenUntainted|
A|C_ItemUpgrade.GetHighWatermarkForSlot|AllowedWhenUntainted|
A|C_ItemUpgrade.GetHighWatermarkSlotForItem|AllowedWhenUntainted|
A|C_ItemUpgrade.GetItemUpgradeEffect|AllowedWhenUntainted|
A|C_ItemUpgrade.GetItemUpgradePvpItemLevelDeltaValues|AllowedWhenUntainted|
A|C_ItemUpgrade.SetItemUpgradeFromLocation|AllowedWhenUntainted|
A|C_ItemUpgrade.UpgradeItem|AllowedWhenUntainted|
A|C_KeyBindings.ActivateBindingContext|AllowedWhenUntainted|
A|C_KeyBindings.DeactivateBindingContext|AllowedWhenUntainted|
A|C_KeyBindings.GetBindingByKey|AllowedWhenUntainted|
A|C_KeyBindings.GetBindingContextForAction|AllowedWhenUntainted|
A|C_KeyBindings.GetBindingIndex|AllowedWhenUntainted|
A|C_KeyBindings.GetCustomBindingType|AllowedWhenUntainted|
A|C_KeyBindings.GetSearchTagsForAction|AllowedWhenUntainted|
A|C_KeyBindings.IsBindingContextActive|AllowedWhenUntainted|
A|C_KeyBindings.SetTurnStrafeStyle|AllowedWhenUntainted|
A|C_LFGInfo.AreCrossFactionGroupQueuesAllowed|AllowedWhenUntainted|
A|C_LFGInfo.DoesActivePartyMeetPremadeLaunchCount|AllowedWhenUntainted|
A|C_LFGInfo.DoesCrossFactionQueueRequireFullPremade|AllowedWhenUntainted|
A|C_LFGInfo.GetAllEntriesForCategory|AllowedWhenUntainted|
A|C_LFGInfo.GetDungeonInfo|AllowedWhenUntainted|
A|C_LFGInfo.GetLevelUpInstances|AllowedWhenUntainted|
A|C_LFGInfo.HideNameFromUI|AllowedWhenUntainted|
A|C_LFGInfo.IsLFGFollowerDungeon|AllowedWhenUntainted|
A|C_LFGList.CanCreateQuestGroup|AllowedWhenUntainted|
A|C_LFGList.CanCreateScenarioGroup|AllowedWhenUntainted|
A|C_LFGList.CreateListing|AllowedWhenUntainted|
A|C_LFGList.CreateScenarioListing|AllowedWhenUntainted|
A|C_LFGList.DoesCensoredTextMatch|AllowedWhenUntainted|
A|C_LFGList.DoesEntryTitleMatchPrebuiltTitle|AllowedWhenUntainted|
A|C_LFGList.GetActivityFullName|AllowedWhenUntainted|
A|C_LFGList.GetActivityGroupInfo|AllowedWhenUntainted|
A|C_LFGList.GetActivityInfoTable|AllowedWhenUntainted|
A|C_LFGList.GetApplicantBestDungeonScore|AllowedWhenUntainted|
A|C_LFGList.GetApplicantDungeonScoreForListing|AllowedWhenUntainted|
A|C_LFGList.GetApplicantInfo|AllowedWhenUntainted|
A|C_LFGList.GetApplicantPvpRatingInfoForListing|AllowedWhenUntainted|
A|C_LFGList.GetAvailableActivityGroups|AllowedWhenUntainted|
A|C_LFGList.GetKeystoneForActivity|AllowedWhenUntainted|
A|C_LFGList.GetLfgCategoryInfo|AllowedWhenUntainted|
A|C_LFGList.GetOwnedKeystoneActivityAndGroupAndLevel|AllowedWhenUntainted|
A|C_LFGList.GetPlaystyleString|AllowedWhenUntainted|
A|C_LFGList.GetSearchResultInfo|AllowedWhenUntainted|
A|C_LFGList.GetSearchResultLeaderInfo|AllowedWhenUntainted|
A|C_LFGList.GetSearchResultPlayerInfo|AllowedWhenUntainted|
A|C_LFGList.HasSearchResultInfo|AllowedWhenUntainted|
A|C_LFGList.IsPlayerAuthenticatedForLFG|AllowedWhenUntainted|
A|C_LFGList.ListingUsesEndgameEditRestrictions|AllowedWhenUntainted|
A|C_LFGList.ReportGroupAsAdvertisement|AllowedWhenUntainted|
A|C_LFGList.RevealCensoredSearchResult|AllowedWhenUntainted|
A|C_LFGList.SaveAdvancedFilter|AllowedWhenUntainted|
A|C_LFGList.Search|AllowedWhenUntainted|
A|C_LFGList.SetEntryTitle|AllowedWhenUntainted|
A|C_LFGList.SetSearchToActivity|AllowedWhenUntainted|
A|C_LFGList.SetSearchToQuestID|AllowedWhenUntainted|
A|C_LFGList.SetSearchToScenarioID|AllowedWhenUntainted|
A|C_LFGList.UpdateListing|AllowedWhenUntainted|
A|C_LFGList.ValidateRequiredDungeonScore|AllowedWhenUntainted|
A|C_LFGList.ValidateRequiredPvpRatingForActivity|AllowedWhenUntainted|
A|C_LegendaryCrafting.CraftRuneforgeLegendary|AllowedWhenUntainted|
A|C_LegendaryCrafting.GetRuneforgeItemPreviewInfo|AllowedWhenUntainted|
A|C_LegendaryCrafting.GetRuneforgeLegendaryComponentInfo|AllowedWhenUntainted|
A|C_LegendaryCrafting.GetRuneforgeLegendaryCost|AllowedWhenUntainted|
A|C_LegendaryCrafting.GetRuneforgeLegendaryUpgradeCost|AllowedWhenUntainted|
A|C_LegendaryCrafting.GetRuneforgeModifierInfo|AllowedWhenUntainted|
A|C_LegendaryCrafting.GetRuneforgePowerInfo|AllowedWhenUntainted|
A|C_LegendaryCrafting.GetRuneforgePowerSlots|AllowedWhenUntainted|
A|C_LegendaryCrafting.GetRuneforgePowersByClassSpecAndCovenant|AllowedWhenUntainted|
A|C_LegendaryCrafting.GetRuneforgePowers|AllowedWhenUntainted|
A|C_LegendaryCrafting.IsRuneforgeLegendaryMaxLevel|AllowedWhenUntainted|
A|C_LegendaryCrafting.IsRuneforgeLegendary|AllowedWhenUntainted|
A|C_LegendaryCrafting.IsUpgradeItemValidForRuneforgeLegendary|AllowedWhenUntainted|
A|C_LegendaryCrafting.IsValidRuneforgeBaseItem|AllowedWhenUntainted|
A|C_LegendaryCrafting.MakeRuneforgeCraftDescription|AllowedWhenUntainted|
A|C_LegendaryCrafting.UpgradeRuneforgeLegendary|AllowedWhenUntainted|
A|C_LevelLink.IsActionLocked|AllowedWhenUntainted|
A|C_LevelLink.IsSpellLocked|AllowedWhenUntainted|
A|C_LevelSquish.ConvertFollowerLevel|AllowedWhenUntainted|
A|C_LevelSquish.ConvertPlayerLevel|AllowedWhenUntainted|
A|C_LimitedInput.LimitedInputAllowed|AllowedWhenUntainted|
A|C_LiveEvent.OnLiveEventBannerClicked|AllowedWhenUntainted|
A|C_LiveEvent.OnLiveEventPopupClicked|AllowedWhenUntainted|
A|C_LobbyMatchmakerInfo.EnterQueue|AllowedWhenUntainted|
A|C_LobbyMatchmakerInfo.RespondToQueuePop|AllowedWhenUntainted|
A|C_Log.LogErrorMessage|AllowedWhenUntainted|
A|C_Log.LogMessageWithPriority|AllowedWhenUntainted|
A|C_Log.LogMessage|AllowedWhenUntainted|
A|C_Log.LogWarningMessage|AllowedWhenUntainted|
A|C_Loot.GetLootRollDuration|AllowedWhenUntainted|
A|C_LootHistory.GetInfoForEncounter|AllowedWhenUntainted|
A|C_LootHistory.GetSortedDropsForEncounter|AllowedWhenUntainted|
A|C_LootHistory.GetSortedInfoForDrop|AllowedWhenUntainted|
A|C_LootJournal.GetItemSetItems|AllowedWhenUntainted|
A|C_LootJournal.GetItemSets|AllowedWhenUntainted|
A|C_LoreText.RequestLoreTextForCampaignID|AllowedWhenUntainted|
A|C_LossOfControl.GetActiveLossOfControlDataByUnit|AllowedWhenUntainted|
A|C_LossOfControl.GetActiveLossOfControlDataCountByUnit|AllowedWhenUntainted|
A|C_LossOfControl.GetActiveLossOfControlData|AllowedWhenUntainted|
A|C_LossOfControl.GetActiveLossOfControlDuration|AllowedWhenUntainted|
A|C_MacOptions.SetOSShortcutsDisabled|AllowedWhenUntainted|
A|C_Macro.GetMacroName|AllowedWhenUntainted|
A|C_Macro.GetSelectedMacroIcon|AllowedWhenUntainted|
A|C_Macro.RunMacroText|AllowedWhenUntainted|
A|C_Macro.SetMacroExecuteLineCallback|AllowedWhenUntainted|
A|C_Mail.GetCraftingOrderMailInfo|AllowedWhenUntainted|
A|C_Mail.HasInboxMoney|AllowedWhenUntainted|
A|C_Mail.SetOpeningAll|AllowedWhenUntainted|
A|C_MajorFactions.GetCurrentRenownLevel|AllowedWhenUntainted|
A|C_MajorFactions.GetMajorFactionData|AllowedWhenUntainted|
A|C_MajorFactions.GetMajorFactionIDs|AllowedWhenUntainted|
A|C_MajorFactions.GetMajorFactionRenownInfo|AllowedWhenUntainted|
A|C_MajorFactions.GetRenownLevels|AllowedWhenUntainted|
A|C_MajorFactions.GetRenownRewardsForLevel|AllowedWhenUntainted|
A|C_MajorFactions.HasMaximumRenown|AllowedWhenUntainted|
A|C_MajorFactions.IsMajorFactionHiddenFromExpansionPage|AllowedWhenUntainted|
A|C_MajorFactions.IsWeeklyRenownCapped|AllowedWhenUntainted|
A|C_MajorFactions.ShouldDisplayMajorFactionAsJourney|AllowedWhenUntainted|
A|C_MajorFactions.ShouldUseJourneyRewardTrack|AllowedWhenUntainted|
A|C_Map.CanSetUserWaypointOnMap|AllowedWhenUntainted|
A|C_Map.GetAreaInfo|AllowedWhenUntainted|
A|C_Map.GetBestMapForUnit|AllowedWhenUntainted|
A|C_Map.GetBountySetMaps|AllowedWhenUntainted|
A|C_Map.GetMapArtBackgroundAtlas|AllowedWhenUntainted|
A|C_Map.GetMapArtHelpTextPosition|AllowedWhenUntainted|
A|C_Map.GetMapArtID|AllowedWhenUntainted|
A|C_Map.GetMapArtLayerTextures|AllowedWhenUntainted|
A|C_Map.GetMapArtLayers|AllowedWhenUntainted|
A|C_Map.GetMapArtZoneTextPosition|AllowedWhenUntainted|
A|C_Map.GetMapBannersForMap|AllowedWhenUntainted|
A|C_Map.GetMapChildrenInfo|AllowedWhenUntainted|
A|C_Map.GetMapDisplayInfo|AllowedWhenUntainted|
A|C_Map.GetMapGroupID|AllowedWhenUntainted|
A|C_Map.GetMapGroupMembersInfo|AllowedWhenUntainted|
A|C_Map.GetMapHighlightInfoAtPosition|AllowedWhenUntainted|
A|C_Map.GetMapHighlightPulseInfo|AllowedWhenUntainted|
A|C_Map.GetMapInfoAtPosition|AllowedWhenUntainted|
A|C_Map.GetMapInfo|AllowedWhenUntainted|
A|C_Map.GetMapLevels|AllowedWhenUntainted|
A|C_Map.GetMapLinksForMap|AllowedWhenUntainted|
A|C_Map.GetMapPosFromWorldPos|AllowedWhenUntainted|
A|C_Map.GetMapRectOnMap|AllowedWhenUntainted|
A|C_Map.GetMapWorldSize|AllowedWhenUntainted|
A|C_Map.GetPlayerMapPosition|AllowedWhenUntainted|
A|C_Map.GetUserWaypointFromHyperlink|AllowedWhenUntainted|
A|C_Map.GetUserWaypointPositionForMap|AllowedWhenUntainted|
A|C_Map.GetWorldPosFromMapPos|AllowedWhenUntainted|
A|C_Map.IsCityMap|AllowedWhenUntainted|
A|C_Map.IsMapValidForNavBarDropdown|AllowedWhenUntainted|
A|C_Map.MapHasArt|AllowedWhenUntainted|
A|C_Map.OpenWorldMap|AllowedWhenUntainted|
A|C_Map.RequestPreloadMap|AllowedWhenUntainted|
A|C_Map.SetUserWaypoint|AllowedWhenUntainted|
A|C_MapExplorationInfo.GetExploredAreaIDsAtPosition|AllowedWhenUntainted|
A|C_MapExplorationInfo.GetExploredMapTextures|AllowedWhenUntainted|
A|C_MerchantFrame.GetBuybackItemID|AllowedWhenUntainted|
A|C_MerchantFrame.GetItemInfo|AllowedWhenUntainted|
A|C_MerchantFrame.IsMerchantItemRefundable|AllowedWhenUntainted|
A|C_Minimap.GetDefaultTrackingValue|AllowedWhenUntainted|
A|C_Minimap.GetPOITextureCoords|AllowedWhenUntainted|
A|C_Minimap.GetTrackingFilter|AllowedWhenUntainted|
A|C_Minimap.GetTrackingInfo|AllowedWhenUntainted|
A|C_Minimap.IsFilteredOut|AllowedWhenUntainted|
A|C_Minimap.IsInsideQuestBlob|AllowedWhenUntainted|
A|C_Minimap.SetDrawGroundTextures|AllowedWhenUntainted|
A|C_Minimap.SetIgnoreRotateMinimap|AllowedWhenUntainted|
A|C_Minimap.SetMinimapInsetInfo|AllowedWhenUntainted|
A|C_Minimap.SetTracking|AllowedWhenUntainted|
A|C_ModelInfo.AddActiveModelSceneActor|AllowedWhenUntainted|
A|C_ModelInfo.AddActiveModelScene|AllowedWhenUntainted|
A|C_ModelInfo.ClearActiveModelSceneActor|AllowedWhenUntainted|
A|C_ModelInfo.ClearActiveModelScene|AllowedWhenUntainted|
A|C_ModelInfo.GetModelSceneActorDisplayInfoByID|AllowedWhenUntainted|
A|C_ModelInfo.GetModelSceneActorInfoByID|AllowedWhenUntainted|
A|C_ModelInfo.GetModelSceneCameraInfoByID|AllowedWhenUntainted|
A|C_ModelInfo.GetModelSceneInfoByID|AllowedWhenUntainted|
A|C_ModifiedInstance.GetModifiedInstanceInfoFromMapID|AllowedWhenUntainted|
A|C_MountJournal.ApplyMountEquipment|AllowedWhenUntainted|
A|C_MountJournal.ClearFanfare|AllowedWhenUntainted|
A|C_MountJournal.GetAllCreatureDisplayIDsForMountID|AllowedWhenUntainted|
A|C_MountJournal.GetCollectedFilterSetting|AllowedWhenUntainted|
A|C_MountJournal.GetDisplayedMountAllCreatureDisplayInfo|AllowedWhenUntainted|
A|C_MountJournal.GetDisplayedMountID|AllowedWhenUntainted|
A|C_MountJournal.GetDisplayedMountInfoExtra|AllowedWhenUntainted|
A|C_MountJournal.GetDisplayedMountInfo|AllowedWhenUntainted|
A|C_MountJournal.GetIsFavorite|AllowedWhenUntainted|
A|C_MountJournal.GetMountAllCreatureDisplayInfoByID|AllowedWhenUntainted|
A|C_MountJournal.GetMountFromItem|AllowedWhenUntainted|
A|C_MountJournal.GetMountFromSpell|AllowedWhenTainted|
A|C_MountJournal.GetMountInfoByID|AllowedWhenUntainted|
A|C_MountJournal.GetMountInfoExtraByID|AllowedWhenUntainted|
A|C_MountJournal.GetMountLink|AllowedWhenUntainted|
A|C_MountJournal.GetMountUsabilityByID|AllowedWhenUntainted|
A|C_MountJournal.IsItemMountEquipment|AllowedWhenUntainted|
A|C_MountJournal.IsSourceChecked|AllowedWhenUntainted|
A|C_MountJournal.IsTypeChecked|AllowedWhenUntainted|
A|C_MountJournal.IsValidSourceFilter|AllowedWhenUntainted|
A|C_MountJournal.IsValidTypeFilter|AllowedWhenUntainted|
A|C_MountJournal.NeedsFanfare|AllowedWhenUntainted|
A|C_MountJournal.Pickup|AllowedWhenUntainted|
A|C_MountJournal.SetAllSourceFilters|AllowedWhenUntainted|
A|C_MountJournal.SetAllTypeFilters|AllowedWhenUntainted|
A|C_MountJournal.SetCollectedFilterSetting|AllowedWhenUntainted|
A|C_MountJournal.SetIsFavorite|AllowedWhenUntainted|
A|C_MountJournal.SetSearch|AllowedWhenUntainted|
A|C_MountJournal.SetSourceFilter|AllowedWhenUntainted|
A|C_MountJournal.SetTypeFilter|AllowedWhenUntainted|
A|C_MountJournal.SummonByID|AllowedWhenUntainted|
A|C_MythicPlus.GetEndOfRunGearSequenceLevel|AllowedWhenUntainted|
A|C_MythicPlus.GetRewardLevelForDifficultyLevel|AllowedWhenUntainted|
A|C_MythicPlus.GetRewardLevelFromKeystoneLevel|AllowedWhenUntainted|
A|C_MythicPlus.GetRunHistory|AllowedWhenUntainted|
A|C_MythicPlus.GetSeasonBestAffixScoreInfoForMap|AllowedWhenUntainted|
A|C_MythicPlus.GetSeasonBestForMap|AllowedWhenUntainted|
A|C_MythicPlus.GetWeeklyBestForMap|AllowedWhenUntainted|
A|C_NamePlate.GetNamePlateForUnit|AllowedWhenUntainted|
A|C_NamePlate.SetNamePlateSize|AllowedWhenUntainted|
A|C_NamePlateManager.GetNamePlateHitTestInsets|AllowedWhenUntainted|
A|C_NamePlateManager.IsNamePlateUnitBehindCamera|AllowedWhenUntainted|
A|C_NamePlateManager.SetNamePlateHitTestInsets|NotAllowed|
A|C_NamePlateManager.SetNamePlateSimplified|AllowedWhenUntainted|
A|C_Navigation.GetNextWaypointForMap|AllowedWhenUntainted|
A|C_NeighborhoodInitiative.AddTrackedInitiativeTask|AllowedWhenUntainted|
A|C_NeighborhoodInitiative.GetInitiativeTaskChatLink|AllowedWhenUntainted|
A|C_NeighborhoodInitiative.GetInitiativeTaskInfo|AllowedWhenUntainted|
A|C_NeighborhoodInitiative.GetInitiativeTaskRewardScaling|AllowedWhenUntainted|
A|C_NeighborhoodInitiative.RemoveTrackedInitiativeTask|AllowedWhenUntainted|
A|C_NeighborhoodInitiative.SetActiveNeighborhood|AllowedWhenUntainted|
A|C_NeighborhoodInitiative.SetViewingNeighborhood|AllowedWhenUntainted|
A|C_NewItems.IsNewItem|AllowedWhenUntainted|
A|C_NewItems.RemoveNewItem|AllowedWhenUntainted|
A|C_PaperDollInfo.CanCursorCanGoInSlot|AllowedWhenUntainted|
A|C_PaperDollInfo.CancelTemporaryEnchantment|AllowedWhenUntainted|
A|C_PaperDollInfo.GetArmorEffectivenessAgainstTarget|AllowedWhenUntainted|
A|C_PaperDollInfo.GetArmorEffectiveness|AllowedWhenUntainted|
A|C_PaperDollInfo.GetInspectAzeriteItemEmpoweredChoices|AllowedWhenUntainted|
A|C_PaperDollInfo.GetInspectGuildInfo|AllowedWhenUntainted|
A|C_PaperDollInfo.GetInspectItemLevel|AllowedWhenUntainted|
A|C_PaperDollInfo.GetInventorySlotInfoForInvSlot|AllowedWhenUntainted|
A|C_PaperDollInfo.GetInventorySlotInfo|AllowedWhenUntainted|
A|C_PaperDollInfo.GetStaggerPercentage|AllowedWhenUntainted|
A|C_PaperDollInfo.GetTemporaryEnchantmentInfo|AllowedWhenUntainted|
A|C_PaperDollInfo.IsInventorySlotEnabled|AllowedWhenUntainted|
A|C_PartyInfo.AllowedToDoPartyConversion|AllowedWhenUntainted|
A|C_PartyInfo.ConfirmInviteTravelPass|AllowedWhenUntainted|
A|C_PartyInfo.ConfirmInviteUnit|AllowedWhenUntainted|
A|C_PartyInfo.ConfirmLeaveParty|AllowedWhenUntainted|
A|C_PartyInfo.ConfirmReadyCheck|AllowedWhenUntainted|
A|C_PartyInfo.ConfirmRequestInviteFromUnit|AllowedWhenUntainted|
A|C_PartyInfo.DemoteAssistant|AllowedWhenUntainted|
A|C_PartyInfo.DoCountdown|AllowedWhenUntainted|
A|C_PartyInfo.GetInviteConfirmationInvalidQueues|AllowedWhenUntainted|
A|C_PartyInfo.GetInviteReferralInfo|AllowedWhenUntainted|
A|C_PartyInfo.GetMinItemLevel|AllowedWhenUntainted|
A|C_PartyInfo.GetMinLevel|AllowedWhenUntainted|
A|C_PartyInfo.InviteUnit|AllowedWhenUntainted|
A|C_PartyInfo.IsCrossFactionParty|AllowedWhenUntainted|
A|C_PartyInfo.IsGUIDInGroup|AllowedWhenUntainted|
A|C_PartyInfo.IsLootMethodAvailable|AllowedWhenUntainted|
A|C_PartyInfo.IsPartyFull|AllowedWhenUntainted|
A|C_PartyInfo.LeaveParty|AllowedWhenUntainted|
A|C_PartyInfo.PromoteToAssistant|AllowedWhenUntainted|
A|C_PartyInfo.PromoteToLeader|AllowedWhenUntainted|
A|C_PartyInfo.RequestInviteFromUnit|AllowedWhenUntainted|
A|C_PartyInfo.SetEveryoneIsAssistant|AllowedWhenUntainted|
A|C_PartyInfo.SetInstanceAbandonVoteResponse|AllowedWhenUntainted|
A|C_PartyInfo.SetLootMethod|AllowedWhenUntainted|
A|C_PartyInfo.SetRestrictPings|AllowedWhenUntainted|
A|C_PartyInfo.UninviteUnit|AllowedWhenUntainted|
A|C_PartyPose.ExtraAction|AllowedWhenUntainted|
A|C_PartyPose.GetPartyPoseInfoByID|AllowedWhenUntainted|
A|C_PartyPose.GetPartyPoseInfoByMapID|AllowedWhenUntainted|
A|C_PartyPose.HasExtraAction|AllowedWhenUntainted|
A|C_PerksActivities.AddTrackedPerksActivity|AllowedWhenUntainted|
A|C_PerksActivities.GetPerksActivityChatLink|AllowedWhenUntainted|
A|C_PerksActivities.GetPerksActivityInfo|AllowedWhenUntainted|
A|C_PerksActivities.RemoveTrackedPerksActivity|AllowedWhenUntainted|
A|C_PerksProgram.GetCategoryInfo|AllowedWhenUntainted|
A|C_PerksProgram.GetPerksProgramItemDisplayInfo|AllowedWhenUntainted|
A|C_PerksProgram.GetTimeRemaining|AllowedWhenUntainted|
A|C_PerksProgram.GetVendorItemInfoRefundTimeLeft|AllowedWhenUntainted|
